ID_Transaction,deviceCategory,operatingSystem,campaign,medium,continent,Product,Product_Category,Product_Visits,Product_Category_Visits,CA
,mobile,iOS,(not set),(none),Europe,Android Men's  Zip Hoodie,Home/Shop by Brand/,2,12,0
,desktop,Windows,(not set),(none),Americas,Google Bluetooth Speaker-Power Bank,Home/Electronics/Power/,2,10,0
,desktop,Windows,(not set),(none),Americas,Google Bluetooth Speaker-Power Bank,Home/Electronics/Audio/,2,9,0
,desktop,Macintosh,(not set),(none),Americas,Google Laptop Tech Backpack,Home/Bags/Backpacks/,1,6,0
,desktop,Macintosh,(not set),(none),Americas,Google Stylus Pen w/ LED Light,Home/Office/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Yoga Mat,Home/Accessories/Sports & Fitness/,1,3,0
,desktop,Windows,(not set),(none),Europe,Google Women's 1/4 Zip Jacket Charcoal,(not set),1,5,0
,mobile,iOS,(not set),(none),Americas,Google Men's Weatherblock Shell Jacket Black,Home/Apparel/Men's/Men's-Outerwear/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Device Stand,Home/Electronics/Electronics Accessories/,2,20,0
,desktop,Macintosh,(not set),(none),Americas,Fashion Sunglasses & Pouch,Home/Accessories/Fun/,2,24,0
,desktop,Macintosh,(not set),(none),Americas,Google Lunch Bag,Home/Accessories/Housewares/,3,8,0
,desktop,Macintosh,(not set),(none),Americas,Google Lunch Bag,Home/Bags/More Bags/,3,18,0
,desktop,Windows,(not set),(none),Europe,Waterproof Backpack,Home/Bags/Backpacks/,1,6,0
,desktop,Macintosh,(not set),(none),Americas,Waterproof Backpack,Home/Bags/Backpacks/,1,6,0
,desktop,Macintosh,(not set),(none),Americas,Google Laptop Backpack,Home/Bags/Backpacks/,1,6,0
,desktop,Macintosh,(not set),cpm,Americas,YouTube Men's Short Sleeve Hero Tee White,Home/Apparel/Men's/Men's-T-Shirts/,1,14,0
,desktop,Macintosh,(not set),(none),Americas,Google Men's Pullover Hoodie Grey,Home/Apparel/Men's/Men's-Outerwear/,6,62,0
,desktop,Macintosh,(not set),(none),Americas,Google Men's Pullover Hoodie Grey,Home/Apparel/Men's/,6,108,0
,desktop,Macintosh,(not set),(none),Americas,Google RFID Journal,Home/Office/Notebooks & Journals/,1,12,0
,desktop,Windows,(not set),(none),Americas,Google Youth Baseball Raglan Heather/Black,Home/Apparel/Kid's/Kids-Youth/,1,12,0
,desktop,Windows,(not set),(none),Americas,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Home/Apparel/Men's/,2,29,0
,desktop,Windows,(not set),(none),Americas,Google Men's Short Sleeve Hero Tee Heather,Home/Apparel/Men's/,2,29,0
,desktop,Macintosh,(not set),(none),Europe,Google Men's Performance Full Zip Jacket Black,Home/Apparel/Men's/Men's-Outerwear/,2,30,0
,desktop,Windows,(not set),referral,Europe,Google Car Clip Phone Holder,Home/Electronics/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Women's Yoga Pants,Home/Apparel/Women's/Women's-Performance Wear/,2,24,0
,desktop,Macintosh,(not set),(none),Americas,YouTube Custom Decals,Home/Accessories/Stickers/,2,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Laptop Backpack,Home/Bags/Backpacks/,5,38,0
,desktop,Macintosh,(not set),(none),Americas,YouTube Men's Short Sleeve Hero Tee Charcoal,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Women's Short Sleeve Hero Tee White,Home/Shop by Brand/Google/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Rucksack,Home/Bags/Backpacks/,5,22,0
,desktop,Macintosh,(not set),(none),Americas,Google Women's Convertible Vest-Jacket Sea Foam Green,Home/Apparel/Women's/Women's-Outerwear/,2,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Women's Convertible Vest-Jacket Sea Foam Green,Home/Apparel/Women's/Women's-Performance Wear/,2,12,0
,desktop,Macintosh,(not set),(none),Americas,Maze Pen,Home/Office/Writing Instruments/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Windup Android,Home/Accessories/,1,12,0
,desktop,Windows,(not set),(none),Americas,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Home/Apparel/,1,12,0
,desktop,Windows,(not set),(none),Americas,Suitcase Organizer Cubes,Home/Bags/,1,12,0
,desktop,Windows,(not set),(none),Americas,Google Canvas Tote Natural/Navy,Home/Bags/Shopping and Totes/,1,5,0
,desktop,Windows,(not set),(none),Americas,Android Sticker Sheet Ultra Removable,Home/Accessories/Stickers/,2,15,0
,desktop,Macintosh,(not set),(none),Americas,Google Zipper-front Sports Bag,Home/Bags/,1,12,0
,desktop,Windows,(not set),(none),Americas,Google Alpine Style Backpack,Home/Bags/Backpacks/,1,6,0
,mobile,iOS,(not set),(none),Americas,Rocket Flashlight,Home/Accessories/,1,12,0
,desktop,Windows,(not set),(none),Americas,Google Device Holder Sticky Pad,Home/Electronics/Electronics Accessories/,1,10,0
,mobile,iOS,(not set),(none),Europe,Google Women's Short Sleeve Hero Tee Black,Home/Apparel/Women's/,10,26,0
,mobile,iOS,(not set),(none),Europe,Google Women's Short Sleeve Hero Tee Red Heather,Home/Apparel/Women's/,2,26,0
,mobile,iOS,(not set),(none),Europe,Google Women's Short Sleeve Hero Tee Black,Home/Shop by Brand/,10,24,0
,mobile,iOS,(not set),(none),Europe,Google Women's Short Sleeve Hero Tee Black,Home/Apparel/,10,50,0
,desktop,Windows,(not set),(none),Asia,Google Toddler 1/4 Zip Fleece Pewter,(not set),2,18,0
,desktop,Windows,(not set),(none),Asia,Crunch Noise Dog Toy,Home/Accessories/Pet/,1,4,0
,desktop,Windows,(not set),(none),Asia,Google Stylus Pen w/ LED Light,Home/Office/Writing Instruments/,8,19,0
,desktop,Linux,(not set),(none),Americas,Android Luggage Tag,Home/Accessories/Housewares/,1,8,0
,desktop,Linux,(not set),(none),Americas,Engraved Ceramic Google Mug,Home/Drinkware/Mugs and Cups/,1,3,0
,mobile,Android,(not set),(none),Americas,Google Men's Long Sleeve Raglan Ocean Blue,Home/Apparel/,1,18,0
,desktop,Windows,(not set),(none),Americas,Google Women's Yoga Jacket Black,(not set),5,76,0
,desktop,Macintosh,(not set),(none),Americas,Google Men's  Zip Hoodie,(not set),3,7,0
,desktop,Macintosh,(not set),(none),Americas,Google Men's  Zip Hoodie,Home/Apparel/,3,24,0
,desktop,Macintosh,(not set),referral,Europe,Windup Android,Home/Accessories/Fun/,1,12,0
,desktop,Macintosh,(not set),referral,Europe,Google 17oz Stainless Steel Sport Bottle,Home/Drinkware/Water Bottles and Tumblers/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Women's Short Sleeve Hero Tee Grey,Home/Apparel/Women's/,7,114,0
,desktop,Macintosh,(not set),(none),Americas,Google Tote Bag,Home/Bags/Shopping and Totes/,1,5,0
,desktop,Macintosh,(not set),(none),Americas,Switch Tone Color Crayon Pen,Home/Accessories/Fun/,3,14,0
,desktop,Macintosh,(not set),(none),Americas,Google Men's Short Sleeve Hero Tee Heather,Home/Apparel/Men's/Men's-T-Shirts/,2,27,0
,tablet,iOS,(not set),(none),Europe,Google Water Resistant Bluetooth Speaker,Home/Electronics/,3,51,0
,desktop,Chrome OS,(not set),(none),Americas,Google Car Clip Phone Holder,Home/Electronics/Electronics Accessories/,3,23,0
,desktop,Chrome OS,(not set),(none),Americas,Compact Selfie Stick,Home/Electronics/Electronics Accessories/,2,23,0
,desktop,Windows,(not set),(none),Americas,Google Women's Convertible Vest-Jacket Sea Foam Green,(not set),2,76,0
,desktop,Macintosh,(not set),cpm,Americas,Ballpoint Stylus Pen,Home/Office/,2,26,0
,desktop,Macintosh,(not set),(none),Americas,1 oz Hand Sanitizer,Home/Accessories/Fun/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Car Clip Phone Holder,Home/Accessories/,27,294,0
,desktop,Macintosh,(not set),(none),Americas,Leatherette Journal,Home/Office/Notebooks & Journals/,1,12,0
,mobile,Android,(not set),(none),Americas,Google Women's Yoga Jacket Black,Home/Apparel/Women's/Women's-Outerwear/,1,12,0
,desktop,Windows,(not set),(none),Americas,YouTube Notebook and Pen Set,Home/Office/Notebooks & Journals/,1,15,0
,desktop,Windows,(not set),(none),Europe,Pen Pencil & Highlighter Set,Home/Office/Writing Instruments/,1,12,0
,desktop,Windows,(not set),(none),Europe,Google Ballpoint Pen Black,Home/Office/Writing Instruments/,1,12,0
,desktop,Windows,(not set),(none),Europe,Google Luggage Tag,Home/Accessories/Housewares/,1,8,0
,desktop,Windows,(not set),(none),Americas,Google 2200mAh Micro Charger,Home/Electronics/Power/,1,7,0
,desktop,Macintosh,(not set),(none),Americas,Windup Android,Home/Accessories/Fun/,4,39,0
,desktop,Macintosh,(not set),(none),Americas,Google 4400mAh Power Bank,Home/Electronics/Power/,1,7,0
,desktop,Windows,(not set),(none),Americas,Google Men's Microfiber 1/4 Zip Pullover Blue/Indigo,Home/Apparel/Men's/Men's-Outerwear/,8,103,0
,desktop,Windows,(not set),(none),Americas,Google Men's Microfiber 1/4 Zip Pullover Blue/Indigo,(not set),8,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Men's Short Sleeve Performance Badge Tee Pewter,Home/Apparel/Men's/Men's-Performance Wear/,1,11,0
,desktop,Macintosh,(not set),(none),Americas,Google Laptop and Cell Phone Stickers,Home/Accessories/,2,24,0
,desktop,Macintosh,(not set),(none),Americas,Google Kick Ball,Home/Accessories/Fun/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Stretch Fit Hat,Home/Apparel/Headgear/,1,11,0
,desktop,Macintosh,(not set),(none),Americas,Google Women's Short Sleeve Badge Tee Red Heather,Home/Apparel/Women's/Women's-T-Shirts/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,You Tube Toddler Short Sleeve Tee Red,Home/Apparel/Kid's/Kid's-Toddler/,1,12,0
,desktop,Chrome OS,(not set),(none),Americas,YouTube Luggage Tag,Home/Accessories/Fun/,2,12,0
,desktop,Chrome OS,(not set),(none),Americas,YouTube Luggage Tag,Home/Accessories/Housewares/,2,8,0
,desktop,Macintosh,(not set),(none),Americas,Android Women's Long Sleeve Blended Cardigan Grey,Home/Apparel/Women's/Women's-Outerwear/,4,59,0
,desktop,Macintosh,(not set),(none),Asia,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,10,46,0
,desktop,Macintosh,(not set),(none),Asia,Google Insulated Stainless Steel Bottle,Home/Drinkware/Water Bottles and Tumblers/,11,77,0
,desktop,Macintosh,(not set),(none),Asia,Suitcase Organizer Cubes,Home/Accessories/Fun/,2,12,0
,desktop,Macintosh,(not set),(none),Asia,Google Laptop Backpack,Home/Bags/Backpacks/,1,6,0
,desktop,Macintosh,(not set),(none),Asia,Suitcase Organizer Cubes,Home/Bags/More Bags/,2,9,0
,desktop,Macintosh,(not set),(none),Asia,Google Insulated Stainless Steel Bottle,(not set),11,34,0
,desktop,Windows,(not set),(none),Asia,26 oz Double Wall Insulated Bottle,Home/Drinkware/Water Bottles and Tumblers/,7,42,0
,desktop,Windows,(not set),(none),Asia,26 oz Double Wall Insulated Bottle,(not set),7,23,0
,desktop,Windows,(not set),(none),Americas,Google Men's Watershed Full Zip Hoodie Grey,Home/Apparel/,8,36,0
,desktop,Windows,(not set),(none),Americas,Google Men's Watershed Full Zip Hoodie Grey,Home/Apparel/Men's/,8,19,0
,desktop,Windows,(not set),(none),Americas,Google Men's Watershed Full Zip Hoodie Grey,Home/Apparel/Men's/Men's-Outerwear/,8,36,0
,desktop,Windows,(not set),(none),Americas,Google Men's Watershed Full Zip Hoodie Grey,Home/Apparel/Men's/Men's-Performance Wear/,8,11,0
,desktop,Windows,(not set),(none),Americas,Recycled Mouse Pad,Home/Accessories/,2,12,0
,desktop,Windows,(not set),referral,Americas,Google Men's Weatherblock Shell Jacket Black,(not set),5,26,0
,desktop,Macintosh,(not set),referral,Asia,YouTube Men's Short Sleeve Hero Tee Black,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Macintosh,(not set),referral,Asia,YouTube Trucker Hat,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Windows,(not set),referral,Asia,You Tube Toddler Short Sleeve Tee Red,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Macintosh,(not set),referral,Asia,YouTube Men's 3/4 Sleeve Henley,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Macintosh,(not set),referral,Asia,YouTube Men's Long Sleeve Pullover Badge Tee Heather,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Macintosh,(not set),referral,Americas,YouTube Men's 3/4 Sleeve Henley,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Macintosh,(not set),referral,Asia,YouTube Youth Short Sleeve Tee Red,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Macintosh,(not set),referral,Asia,YouTube Men's Short Sleeve Hero Tee Charcoal,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Macintosh,(not set),referral,Asia,YouTube Men's Short Sleeve Hero Tee White,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Windows,(not set),referral,Asia,YouTube Onesie Heather,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Macintosh,(not set),referral,Asia,YouTube Wool Heather Cap Heather/Black,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Windows,(not set),referral,Asia,YouTube Men's Vintage Tee,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Macintosh,(not set),referral,Asia,YouTube Men's Short Sleeve Hero Tee White,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Macintosh,(not set),referral,Asia,YouTube Men's Short Sleeve Hero Tee Black,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Windows,(not set),referral,Europe,YouTube Men's Short Sleeve Hero Tee White,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Windows,(not set),referral,Europe,YouTube Trucker Hat,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Macintosh,(not set),referral,Asia,YouTube Men's Short Sleeve Hero Tee Black,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Windows,(not set),referral,Asia,YouTube Men's Short Sleeve Hero Tee Black,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Windows,(not set),referral,Asia,YouTube Onesie Heather,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Windows,(not set),referral,Asia,YouTube Men's Short Sleeve Hero Tee White,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Windows,(not set),referral,Asia,YouTube Men's Long Sleeve Pullover Badge Tee Heather,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Windows,(not set),referral,Asia,YouTube Trucker Hat,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Windows,(not set),referral,Asia,YouTube Men's Short Sleeve Hero Tee White,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Windows,(not set),referral,Asia,YouTube Men's Vintage Tee,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Windows,(not set),referral,Asia,YouTube Men's Short Sleeve Hero Tee Black,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Macintosh,(not set),referral,Asia,YouTube Onesie Heather,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Macintosh,(not set),referral,Asia,YouTube Men's Short Sleeve Hero Tee Black,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Windows,(not set),referral,Asia,You Tube Toddler Short Sleeve Tee Red,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Macintosh,(not set),referral,Asia,22 oz YouTube Bottle Infuser,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Windows,(not set),referral,Americas,YouTube Men's Short Sleeve Hero Tee Charcoal,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Macintosh,(not set),referral,Asia,YouTube Men's Short Sleeve Hero Tee Charcoal,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Macintosh,(not set),referral,Asia,YouTube Men's Short Sleeve Hero Tee Black,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Macintosh,(not set),referral,Americas,YouTube Onesie Heather,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Windows,(not set),referral,Americas,Google Men's Watershed Full Zip Hoodie Grey,Home/Apparel/Men's/Men's-Outerwear/,1,12,0
,desktop,Windows,(not set),referral,Americas,Google Accent Insulated Stainless Steel Bottle,Home/Drinkware/,1,12,0
,mobile,(not set),(not set),referral,Europe,YouTube Trucker Hat,Home/Shop by Brand/YouTube/,2,24,0
,mobile,iOS,(not set),referral,Americas,Google Men's  Zip Hoodie,Home/Shop by Brand/,2,24,0
,mobile,Android,(not set),referral,Europe,Google Men's Pullover Hoodie Grey,Home/Shop by Brand/,1,12,0
,desktop,Windows,(not set),referral,Americas,Google 17oz Stainless Steel Sport Bottle,Home/Drinkware/Water Bottles and Tumblers/,1,12,0
,mobile,Android,(not set),referral,Asia,Google Women's Short Sleeve Hero Tee White,Home/Apparel/,2,24,0
,desktop,Windows,(not set),referral,Americas,Pen Pencil & Highlighter Set,Home/Office/,2,24,0
,desktop,Windows,(not set),referral,Americas,Google Men's Pullover Hoodie Grey,Home/Apparel/,3,16,0
,desktop,Chrome OS,(not set),referral,Asia,Maze Pen,Home/Office/,1,12,0
,desktop,Windows,(not set),(none),Europe,YouTube Trucker Hat,Home/Shop by Brand/YouTube/,1,12,0
,mobile,iOS,(not set),(none),Americas,Google Men's Vintage Badge Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,3,38,0
,desktop,Macintosh,(not set),(none),Americas,YouTube Men's Short Sleeve Hero Tee White,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Windows,(not set),(none),Americas,YouTube Trucker Hat,Home/Shop by Brand/YouTube/,1,12,0
,mobile,iOS,(not set),(none),Americas,Google Youth Short Sleeve T-shirt Royal Blue,Home/Apparel/Kid's/Kids-Youth/,1,12,0
,desktop,Windows,(not set),(none),Americas,Google Women's Scoop Neck Tee Black,Home/Shop by Brand/Google/,1,12,0
,mobile,Android,(not set),(none),Americas,Android Stretch Fit Hat,Home/Apparel/Headgear/,5,57,0
,desktop,Windows,(not set),(none),Americas,YouTube Men's Short Sleeve Hero Tee Charcoal,Home/Shop by Brand/YouTube/,1,12,0
,mobile,Android,(not set),(none),Europe,YouTube Men's Short Sleeve Hero Tee White,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Windows,(not set),(none),Americas,Google Women's Short Sleeve Hero Tee Black,Home/Apparel/Women's/Women's-T-Shirts/,1,12,0
,desktop,Windows,(not set),(none),Asia,Google Men's Long Sleeve Raglan Ocean Blue,Home/Apparel/Men's/Men's-T-Shirts/,1,12,0
,desktop,Chrome OS,(not set),(none),Americas,22 oz YouTube Bottle Infuser,Home/Drinkware/,1,12,0
,mobile,iOS,(not set),(none),Oceania,YouTube Men's Short Sleeve Hero Tee White,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Windows,(not set),(none),Americas,Android 17oz Stainless Steel Sport Bottle,Home/Drinkware/,1,12,0
,mobile,Android,(not set),(none),Americas,Google Trucker Hat,(not set),1,2,0
,mobile,iOS,(not set),(none),Americas,Bottle Opener Clip,Home/Drinkware/,1,12,0
,mobile,Android,(not set),(none),Asia,Google Men's Short Sleeve Hero Tee Heather,Home/Apparel/Men's/Men's-T-Shirts/,1,12,0
,desktop,Windows,(not set),(none),Europe,Google Men's Vintage Badge Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,1,12,0
,mobile,Android,(not set),(none),Americas,YouTube Wool Heather Cap Heather/Black,Home/Shop by Brand/YouTube/,1,12,0
,mobile,Android,(not set),(none),Europe,YouTube Men's Vintage Tee,Home/Shop by Brand/YouTube/,2,24,0
,mobile,Android,(not set),(none),Americas,Google Car Clip Phone Holder,Home/Accessories/,2,24,0
,mobile,Android,(not set),(none),Americas,YouTube Wool Heather Cap Heather/Black,Home/Shop by Brand/YouTube/,1,12,0
,mobile,Android,(not set),(none),Europe,YouTube Men's Short Sleeve Hero Tee White,Home/Shop by Brand/YouTube/,1,12,0
,mobile,iOS,(not set),(none),Europe,YouTube Men's Vintage Tee,Home/Shop by Brand/YouTube/,1,12,0
,mobile,iOS,(not set),(none),Europe,YouTube Men's 3/4 Sleeve Henley,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Red Spiral Google Notebook,Home/Office/Notebooks & Journals/,1,12,0
,tablet,iOS,(not set),(none),Americas,YouTube Men's Short Sleeve Hero Tee Charcoal,Home/Shop by Brand/YouTube/,1,12,0
,mobile,Android,(not set),(none),Americas,Leather and Metal Ballpoint Pen,Home/Office/,1,12,0
,desktop,Windows,(not set),(none),Americas,Google Men's Vintage Badge Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,1,12,0
,mobile,iOS,(not set),(none),Europe,YouTube Wool Heather Cap Heather/Black,Home/Shop by Brand/YouTube/,1,12,0
,mobile,iOS,(not set),(none),Americas,YouTube Men's Short Sleeve Hero Tee Black,Home/Shop by Brand/YouTube/,1,12,0
,mobile,iOS,(not set),(none),Europe,YouTube Onesie Heather,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Linux,(not set),(none),Americas,Engraved Ceramic Google Mug,Home/Drinkware/Mugs and Cups/,2,6,0
,tablet,iOS,(not set),(none),Europe,22 oz YouTube Bottle Infuser,Home/Shop by Brand/YouTube/,1,12,0
,mobile,iOS,(not set),(none),Americas,YouTube Men's Long Sleeve Pullover Badge Tee Heather,Home/Shop by Brand/YouTube/,1,12,0
,mobile,Android,(not set),(none),Asia,Google Men's Pullover Hoodie Grey,Home/Apparel/,14,166,0
,desktop,Macintosh,(not set),(none),Americas,Google Stylus Pen w/ LED Light,Home/Office/Writing Instruments/,1,12,0
,mobile,Android,(not set),(none),Americas,Recycled Mouse Pad,Home/Electronics/,2,24,0
,desktop,Macintosh,(not set),(none),Americas,Google Women's Fleece Hoodie,Home/Apparel/Women's/Women's-Outerwear/,1,12,0
,desktop,Windows,(not set),(none),Americas,Google Men's Pullover Hoodie Grey,Home/Apparel/Men's/,10,144,0
,desktop,Windows,(not set),(none),Asia,YouTube Trucker Hat,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Windows,(not set),(none),Asia,Google Men's Airflow 1/4 Zip Pullover Lapis,Home/Apparel/Men's/Men's-Performance Wear/,1,11,0
,desktop,Macintosh,(not set),(none),Oceania,YouTube Men's Short Sleeve Hero Tee White,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Retractable Ballpoint Pen Red,Home/Office/Writing Instruments/,1,12,0
,desktop,Windows,(not set),(none),Americas,Google Men's Lightweight Microfleece Jacket Black,Home/Apparel/Men's/Men's-Outerwear/,1,12,0
,desktop,Macintosh,(not set),(none),Asia,Plastic Sliding Flashlight,Home/Electronics/Flashlights/,1,5,0
,desktop,Linux,(not set),(none),Americas,Engraved Ceramic Google Mug,Home/Drinkware/Mugs and Cups/,1,3,0
,desktop,Linux,(not set),cpm,Americas,Google Men's Short Sleeve Hero Tee Heather,Home/Apparel/Men's/Men's-T-Shirts/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Men's Quilted Insulated Vest Black,Home/Apparel/Men's/Men's-Outerwear/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Men's Lightweight Microfleece Jacket Black,Home/Apparel/Men's/Men's-Outerwear/,4,59,0
,desktop,Macintosh,(not set),(none),Americas,Google G Noise-reducing Bluetooth Headphones,Home/Electronics/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Crunch Noise Dog Toy,Home/Accessories/Pet/,1,4,0
,desktop,Linux,(not set),(none),Americas,Android Men's 3/4 Sleeve Raglan Henley Black,Home/Shop by Brand/Android/,1,12,0
,desktop,Windows,Data Share Promo,affiliate,Americas,Google Women's Short Sleeve Hero Tee Black,Home/Apparel/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Compact Bluetooth Speaker,Home/Electronics/,1,12,0
,desktop,Windows,(not set),referral,Americas,Ballpoint LED Light Pen,Home/Office/,1,12,0
,desktop,Windows,(not set),(none),Americas,Bottle Opener Clip,(not set),4,18,0
,desktop,Macintosh,(not set),(none),Americas,Android Men's  Zip Hoodie,Home/Apparel/Men's/Men's-Outerwear/,40,439,0
,desktop,Macintosh,(not set),cpm,Americas,Insulated Bottle,Home/Drinkware/Water Bottles and Tumblers/,5,62,0
,desktop,Windows,(not set),(none),Americas,YouTube Men's Short Sleeve Hero Tee Black,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Windows,(not set),(none),Americas,Google Men's  Zip Hoodie,Home/Shop by Brand/Google/,1,12,0
,desktop,Linux,(not set),(none),Asia,Google Women's Vintage Hero Tee White,Home/Apparel/Women's/Women's-T-Shirts/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Car Clip Phone Holder,Home/Electronics/Electronics Accessories/,2,10,0
,desktop,Macintosh,(not set),(none),Americas,Google Women's Insulated Thermal Vest Navy,Home/Apparel/Women's/Women's-Outerwear/,1,12,0
,desktop,Linux,(not set),(none),Americas,Google Laptop and Cell Phone Stickers,Home/Accessories/Stickers/,1,6,0
,desktop,Windows,(not set),(none),Europe,YouTube Men's Long Sleeve Pullover Badge Tee Heather,Home/Shop by Brand/YouTube/,3,14,0
,mobile,iOS,(not set),(none),Americas,22 oz YouTube Bottle Infuser,Home/Shop by Brand/YouTube/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Youth Sports Tee Navy,Home/Apparel/Kid's/Kids-Youth/,1,12,0
,mobile,iOS,(not set),(none),Europe,You Tube Toddler Short Sleeve Tee Red,Home/Shop by Brand/YouTube/,2,24,0
,desktop,Macintosh,(not set),(none),Asia,Google Women's Short Sleeve Hero Tee White,(not set),1,15,0
,desktop,Windows,(not set),(none),Europe,Softsided Travel Pouch Set,Home/Bags/,3,12,0
,desktop,Windows,(not set),(none),Europe,Red Spiral Google Notebook,Home/Office/Notebooks & Journals/,3,36,0
,desktop,Windows,(not set),(none),Europe,YouTube Men's Short Sleeve Hero Tee White,Home/Shop by Brand/YouTube/,2,24,0
,desktop,Macintosh,(not set),(none),Americas,Metal Earbuds with Small Zipper Case,Home/Electronics/Audio/,4,38,0
,mobile,Android,(not set),(none),Americas,Waterproof Backpack,Home/Bags/,1,12,0
,desktop,Windows,(not set),(none),Europe,25L Classic Rucksack,Home/Bags/Backpacks/,1,6,0
,desktop,Windows,(not set),(none),Europe,Switch Tone Color Crayon Pen,Home/Accessories/Fun/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Insulated Bottle,Home/Drinkware/Water Bottles and Tumblers/,5,62,0
,desktop,Windows,(not set),(none),Americas,22 oz YouTube Bottle Infuser,Home/Drinkware/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Women's Lightweight Microfleece Jacket,Home/Shop by Brand/Google/,1,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Device Stand,Home/Electronics/Electronics Accessories/,1,10,0
,desktop,Windows,Data Share Promo,affiliate,Europe,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Home/Shop by Brand/Google/,1,12,0
,desktop,Windows,Data Share Promo,affiliate,Europe,Google Men's Pullover Hoodie Grey,Home/Shop by Brand/Google/,1,12,0
,desktop,Macintosh,(not set),(none),Europe,Google Men's  Zip Hoodie,Home/Shop by Brand/Google/,20,12,0
,desktop,Macintosh,(not set),(none),Europe,Google Men's Pullover Hoodie Grey,Home/Shop by Brand/Google/,5,12,0
,desktop,Macintosh,(not set),(none),Americas,Google Water Resistant Bluetooth Speaker,Home/Electronics/Audio/,1,9,0
,desktop,Macintosh,(not set),(none),Americas,Google Women's Short Sleeve Hero Tee Sky Blue,Home/Shop by Brand/Google/,1,12,0
